case,case_duration_minutes,loan_success,duration_bin,duration_order,LoanOutcome
Application_1025306225,15475.848683333334,1,10.1 – 15.1 days,1,Success
Application_1025327332,18110.1829,0,10.1 – 15.1 days,1,Fail
Application_1025457860,46890.64716666667,0,31.9 – 286.1 days,4,Fail
Application_1025480866,9955.256216666668,1,0.0 – 10.1 days,0,Success
Application_1025536070,21601.7339,0,10.1 – 15.1 days,1,Fail
Application_1025581046,51339.01938333334,0,31.9 – 286.1 days,4,Fail
Application_1025611489,47236.38196666667,0,31.9 – 286.1 days,4,Fail
Application_1025650501,47364.9905,0,31.9 – 286.1 days,4,Fail
Application_1025696634,20033.25618333333,0,10.1 – 15.1 days,1,Fail
Application_1025923370,28683.7526,1,15.1 – 25.2 days,2,Success
Application_1025951958,44225.92951666667,0,25.2 – 31.9 days,3,Fail
Application_1025963904,48727.48706666667,0,31.9 – 286.1 days,4,Fail
Application_102597720,19833.22075,1,10.1 – 15.1 days,1,Success
Application_1026118007,18719.219533333333,1,10.1 – 15.1 days,1,Success
Application_1026157505,13399.311983333337,0,0.0 – 10.1 days,0,Fail
Application_102615973,20135.60513333333,1,10.1 – 15.1 days,1,Success
Application_102625262,35994.25741666667,0,15.1 – 25.2 days,2,Fail
Application_1026327550,11381.03425,1,0.0 – 10.1 days,0,Success
Application_1026359360,27221.34138333333,0,15.1 – 25.2 days,2,Fail
Application_1026420873,45738.70715,0,25.2 – 31.9 days,3,Fail
Application_10264475,4357.744966666667,1,0.0 – 10.1 days,0,Success
Application_1026497688,16304.7908,0,10.1 – 15.1 days,1,Fail
Application_1026537393,18478.5665,0,10.1 – 15.1 days,1,Fail
Application_102661342,45834.63619999999,0,25.2 – 31.9 days,3,Fail
Application_1026777184,47299.050200000005,0,31.9 – 286.1 days,4,Fail
Application_1026876156,15568.6907,1,10.1 – 15.1 days,1,Success
Application_1026980360,72237.51191666667,0,31.9 – 286.1 days,4,Fail
Application_1027086707,23138.78686666667,1,15.1 – 25.2 days,2,Success
Application_1027094271,72881.89175,1,31.9 – 286.1 days,4,Success
Application_1027235358,20081.621616666667,1,10.1 – 15.1 days,1,Success
Application_1027284246,15874.5901,0,10.1 – 15.1 days,1,Fail
Application_1027387746,13298.467416666668,1,0.0 – 10.1 days,0,Success
Application_1027449105,42814.56371666666,1,25.2 – 31.9 days,3,Success
Application_1027523448,71316.311,0,31.9 – 286.1 days,4,Fail
Application_1027561874,49862.9697,0,31.9 – 286.1 days,4,Fail
Application_1027859705,51013.491916666666,0,31.9 – 286.1 days,4,Fail
Application_1028069743,31254.284150000003,1,15.1 – 25.2 days,2,Success
Application_1028111530,23278.5681,1,15.1 – 25.2 days,2,Success
Application_1028246161,44365.03191666667,0,25.2 – 31.9 days,3,Fail
Application_1028272738,29816.575466666665,1,15.1 – 25.2 days,2,Success
Application_1028275195,51512.78225,0,31.9 – 286.1 days,4,Fail
Application_1028335742,5590.009733333333,1,0.0 – 10.1 days,0,Success
Application_1028452966,14630.347766666668,1,10.1 – 15.1 days,1,Success
Application_1028526219,12566.85055,1,0.0 – 10.1 days,0,Success
Application_102863482,13100.6982,1,0.0 – 10.1 days,0,Success
Application_1028636694,57288.36155,0,31.9 – 286.1 days,4,Fail
Application_1028646310,45612.01063333333,1,25.2 – 31.9 days,3,Success
Application_1028665365,31152.27618333333,1,15.1 – 25.2 days,2,Success
Application_1028685813,20225.55831666667,1,10.1 – 15.1 days,1,Success
Application_1028717479,29473.359783333333,1,15.1 – 25.2 days,2,Success
Application_1029146502,43023.76238333333,1,25.2 – 31.9 days,3,Success
Application_1029175063,14201.304516666663,1,0.0 – 10.1 days,0,Success
Application_1029247764,16013.36745,0,10.1 – 15.1 days,1,Fail
Application_1029307193,24235.33308333333,0,15.1 – 25.2 days,2,Fail
Application_1029342308,905.0052,0,0.0 – 10.1 days,0,Fail
Application_1029418789,71728.9905,0,31.9 – 286.1 days,4,Fail
Application_1029432816,37323.4509,1,25.2 – 31.9 days,3,Success
Application_1029567692,14393.267616666668,1,0.0 – 10.1 days,0,Success
Application_1029674102,44445.553100000005,0,25.2 – 31.9 days,3,Fail
Application_102977791,39615.88375,1,25.2 – 31.9 days,3,Success
Application_1029819018,60072.78133333333,0,31.9 – 286.1 days,4,Fail
Application_1029894854,45584.19323333333,0,25.2 – 31.9 days,3,Fail
Application_1029986710,18461.913566666663,0,10.1 – 15.1 days,1,Fail
Application_1030024656,18220.7012,1,10.1 – 15.1 days,1,Success
Application_1030026050,12205.412933333331,0,0.0 – 10.1 days,0,Fail
Application_1030054529,15421.6369,1,10.1 – 15.1 days,1,Success
Application_1030072567,83327.03251666667,0,31.9 – 286.1 days,4,Fail
Application_1030292282,14014.9364,0,0.0 – 10.1 days,0,Fail
Application_103036362,25321.28961666667,1,15.1 – 25.2 days,2,Success
Application_1030416681,18522.9038,1,10.1 – 15.1 days,1,Success
Application_1030639194,26685.213216666667,1,15.1 – 25.2 days,2,Success
Application_1030645475,11272.038166666667,0,0.0 – 10.1 days,0,Fail
Application_1030731936,66477.7496,0,31.9 – 286.1 days,4,Fail
Application_1030746884,31099.0715,1,15.1 – 25.2 days,2,Success
Application_103076193,49958.22216666667,0,31.9 – 286.1 days,4,Fail
Application_1030783985,12557.8758,1,0.0 – 10.1 days,0,Success
Application_1030830652,24414.05553333333,1,15.1 – 25.2 days,2,Success
Application_103087302,12536.958016666667,1,0.0 – 10.1 days,0,Success
Application_1030874129,32767.26625,1,15.1 – 25.2 days,2,Success
Application_1030996,8258.225233333334,1,0.0 – 10.1 days,0,Success
Application_1031153001,15742.1913,1,10.1 – 15.1 days,1,Success
Application_1031161811,13122.078283333334,1,0.0 – 10.1 days,0,Success
Application_1031285536,73071.88440000001,1,31.9 – 286.1 days,4,Success
Application_1031301694,46676.920333333335,0,31.9 – 286.1 days,4,Fail
Application_1031358870,44317.7709,0,25.2 – 31.9 days,3,Fail
Application_1031388577,52534.51295,0,31.9 – 286.1 days,4,Fail
Application_1031423845,56272.498933333336,0,31.9 – 286.1 days,4,Fail
Application_1031465496,48129.25523333333,1,31.9 – 286.1 days,4,Success
Application_1031467191,46762.88625,0,31.9 – 286.1 days,4,Fail
Application_1031512096,2348.731116666667,0,0.0 – 10.1 days,0,Fail
Application_1031521256,11426.135333333334,1,0.0 – 10.1 days,0,Success
Application_1031627654,22696.6854,1,15.1 – 25.2 days,2,Success
Application_1031629108,242032.11186666664,0,31.9 – 286.1 days,4,Fail
Application_1031648186,28710.284150000003,1,15.1 – 25.2 days,2,Success
Application_1031666995,24582.537533333336,1,15.1 – 25.2 days,2,Success
Application_1031669296,14105.1148,1,0.0 – 10.1 days,0,Success
Application_1031708893,3889.8111,0,0.0 – 10.1 days,0,Fail
Application_1031742655,21169.963883333334,0,10.1 – 15.1 days,1,Fail
Application_1031791655,22898.848983333333,1,15.1 – 25.2 days,2,Success
Application_1031850261,13455.085383333331,1,0.0 – 10.1 days,0,Success
Application_1031851682,45525.41765,0,25.2 – 31.9 days,3,Fail
Application_1032105078,48276.58905,0,31.9 – 286.1 days,4,Fail
Application_1032212437,21381.488866666667,1,10.1 – 15.1 days,1,Success
Application_103222410,45324.5984,0,25.2 – 31.9 days,3,Fail
Application_103222749,19686.758866666663,1,10.1 – 15.1 days,1,Success
Application_1032230604,13256.311,0,0.0 – 10.1 days,0,Fail
Application_1032369855,32015.30955,0,15.1 – 25.2 days,2,Fail
Application_1032409101,20133.648166666662,0,10.1 – 15.1 days,1,Fail
Application_103241719,22570.797566666668,0,15.1 – 25.2 days,2,Fail
Application_103255320,48706.64928333333,0,31.9 – 286.1 days,4,Fail
Application_1032596836,19741.181366666668,1,10.1 – 15.1 days,1,Success
Application_1032601860,44559.264716666665,0,25.2 – 31.9 days,3,Fail
Application_1032645340,47031.01905,0,31.9 – 286.1 days,4,Fail
Application_1032803337,22547.646466666665,1,15.1 – 25.2 days,2,Success
Application_1032862024,50011.4795,0,31.9 – 286.1 days,4,Fail
Application_1032916256,33185.75101666667,1,15.1 – 25.2 days,2,Success
Application_1032955206,44348.40415,0,25.2 – 31.9 days,3,Fail
Application_1033036371,15468.865783333336,1,10.1 – 15.1 days,1,Success
Application_1033039379,16544.366233333334,0,10.1 – 15.1 days,1,Fail
Application_1033118972,44029.20711666667,0,25.2 – 31.9 days,3,Fail
Application_1033145253,49629.66523333333,0,31.9 – 286.1 days,4,Fail
Application_1033306842,44034.10291666666,0,25.2 – 31.9 days,3,Fail
Application_1033307487,27227.055466666665,1,15.1 – 25.2 days,2,Success
Application_1033312536,20088.256516666668,0,10.1 – 15.1 days,1,Fail
Application_1033339366,45234.94785,0,25.2 – 31.9 days,3,Fail
Application_1033361005,34660.04945,1,15.1 – 25.2 days,2,Success
Application_1033444821,107780.99141666669,0,31.9 – 286.1 days,4,Fail
Application_1033492370,28567.772916666665,1,15.1 – 25.2 days,2,Success
Application_1033493391,18715.000916666664,0,10.1 – 15.1 days,1,Fail
Application_1033509575,70400.38925000001,1,31.9 – 286.1 days,4,Success
Application_1033574302,49944.21136666667,0,31.9 – 286.1 days,4,Fail
Application_1033672339,15338.525633333333,1,10.1 – 15.1 days,1,Success
Application_1033718512,46991.32225,0,31.9 – 286.1 days,4,Fail
Application_1033756531,70395.68830000001,0,31.9 – 286.1 days,4,Fail
Application_1033897711,48256.611066666665,0,31.9 – 286.1 days,4,Fail
Application_1034064300,17329.720783333334,0,10.1 – 15.1 days,1,Fail
Application_1034123285,38514.55896666667,0,25.2 – 31.9 days,3,Fail
Application_1034132814,50089.22818333333,0,31.9 – 286.1 days,4,Fail
Application_1034141126,20487.007566666663,1,10.1 – 15.1 days,1,Success
Application_1034172997,51529.72478333334,0,31.9 – 286.1 days,4,Fail
Application_1034230663,19724.32555,0,10.1 – 15.1 days,1,Fail
Application_1034454,45070.40165,0,25.2 – 31.9 days,3,Fail
Application_1034551117,15215.8706,1,10.1 – 15.1 days,1,Success
Application_1034706502,14086.219966666666,1,0.0 – 10.1 days,0,Success
Application_103473608,45940.65855,0,25.2 – 31.9 days,3,Fail
Application_1034775753,29750.60413333333,1,15.1 – 25.2 days,2,Success
Application_1034800486,67570.03966666666,0,31.9 – 286.1 days,4,Fail
Application_1034882659,66191.77863333334,1,31.9 – 286.1 days,4,Success
Application_1034933187,44366.67125,0,25.2 – 31.9 days,3,Fail
Application_1035060924,21088.98083333333,1,10.1 – 15.1 days,1,Success
Application_1035073401,13008.311066666667,1,0.0 – 10.1 days,0,Success
Application_1035080902,44078.10175,0,25.2 – 31.9 days,3,Fail
Application_1035092593,18911.60295,1,10.1 – 15.1 days,1,Success
Application_1035150320,51055.57006666667,0,31.9 – 286.1 days,4,Fail
Application_1035150389,21208.521016666666,0,10.1 – 15.1 days,1,Fail
Application_1035194235,15825.0357,1,10.1 – 15.1 days,1,Success
Application_1035232735,35699.04846666667,1,15.1 – 25.2 days,2,Success
Application_1035248618,15207.013583333332,1,10.1 – 15.1 days,1,Success
Application_1035356995,21035.99941666667,0,10.1 – 15.1 days,1,Fail
Application_1035361851,34476.1418,1,15.1 – 25.2 days,2,Success
Application_1035431397,15449.93745,1,10.1 – 15.1 days,1,Success
Application_1035434106,24871.89123333333,0,15.1 – 25.2 days,2,Fail
Application_1035516498,44424.79425,0,25.2 – 31.9 days,3,Fail
Application_1035547655,48584.35255,0,31.9 – 286.1 days,4,Fail
Application_1035618893,27031.90625,1,15.1 – 25.2 days,2,Success
Application_1035739361,8539.08065,1,0.0 – 10.1 days,0,Success
Application_1035841874,5867.400233333334,1,0.0 – 10.1 days,0,Success
Application_1035934047,15886.195066666667,1,10.1 – 15.1 days,1,Success
Application_1036031677,47960.9443,0,31.9 – 286.1 days,4,Fail
Application_1036066673,53152.3787,0,31.9 – 286.1 days,4,Fail
Application_1036210171,14310.55865,0,0.0 – 10.1 days,0,Fail
Application_1036317008,15753.621583333334,1,10.1 – 15.1 days,1,Success
Application_10364301,26739.037083333336,1,15.1 – 25.2 days,2,Success
Application_1036485758,11487.576566666668,1,0.0 – 10.1 days,0,Success
Application_1036492833,10577.837333333331,0,0.0 – 10.1 days,0,Fail
Application_1036621789,28028.534616666668,1,15.1 – 25.2 days,2,Success
Application_1036785189,11185.589716666667,0,0.0 – 10.1 days,0,Fail
Application_1036829662,35884.97071666666,0,15.1 – 25.2 days,2,Fail
Application_1036915113,44524.99866666667,0,25.2 – 31.9 days,3,Fail
Application_1036967529,45541.7012,0,25.2 – 31.9 days,3,Fail
Application_1037011977,50409.47211666666,0,31.9 – 286.1 days,4,Fail
Application_1037036263,45947.39305,0,25.2 – 31.9 days,3,Fail
Application_1037039544,8580.135366666666,1,0.0 – 10.1 days,0,Success
Application_1037103361,21718.826366666664,1,10.1 – 15.1 days,1,Success
Application_1037129838,11668.01225,1,0.0 – 10.1 days,0,Success
Application_1037160374,6959.881783333333,1,0.0 – 10.1 days,0,Success
Application_1037167788,47127.46491666666,0,31.9 – 286.1 days,4,Fail
Application_1037222292,22680.2241,1,15.1 – 25.2 days,2,Success
Application_1037307756,49767.907816666666,0,31.9 – 286.1 days,4,Fail
Application_1037363488,11650.43235,1,0.0 – 10.1 days,0,Success
Application_1037416693,32788.30941666666,1,15.1 – 25.2 days,2,Success
Application_1037424812,43748.06488333333,0,25.2 – 31.9 days,3,Fail
Application_1037467898,44515.51953333333,0,25.2 – 31.9 days,3,Fail
Application_103754631,14149.91595,1,0.0 – 10.1 days,0,Success
Application_1037620910,36661.07061666667,1,25.2 – 31.9 days,3,Success
Application_1037715800,20306.241216666665,1,10.1 – 15.1 days,1,Success
Application_1037771791,60219.958450000006,1,31.9 – 286.1 days,4,Success
Application_1037792917,20130.94393333333,0,10.1 – 15.1 days,1,Fail
Application_103779859,16535.592333333334,0,10.1 – 15.1 days,1,Fail
Application_1037877882,31683.344416666667,1,15.1 – 25.2 days,2,Success
Application_1038193560,25246.4559,0,15.1 – 25.2 days,2,Fail
Application_1038258614,18276.4657,1,10.1 – 15.1 days,1,Success
Application_1038302868,47332.973933333335,0,31.9 – 286.1 days,4,Fail
Application_1038386825,32792.24146666667,1,15.1 – 25.2 days,2,Success
Application_1038389815,45805.04316666666,0,25.2 – 31.9 days,3,Fail
Application_1038409529,25548.21075,1,15.1 – 25.2 days,2,Success
Application_1038427773,40470.06231666667,0,25.2 – 31.9 days,3,Fail
Application_1038498847,46072.408266666665,0,31.9 – 286.1 days,4,Fail
Application_1038559722,23669.26366666667,0,15.1 – 25.2 days,2,Fail
Application_1038561200,44390.83951666667,1,25.2 – 31.9 days,3,Success
Application_1038568085,44491.238,0,25.2 – 31.9 days,3,Fail
Application_1038569473,51.49488333333333,1,0.0 – 10.1 days,0,Success
Application_1038660996,31543.466816666667,0,15.1 – 25.2 days,2,Fail
Application_1038816743,21901.4005,1,15.1 – 25.2 days,2,Success
Application_1038835670,58706.97896666666,0,31.9 – 286.1 days,4,Fail
Application_1038917262,25573.7535,0,15.1 – 25.2 days,2,Fail
Application_1038943317,31429.914566666663,1,15.1 – 25.2 days,2,Success
Application_1038953283,44124.60121666666,0,25.2 – 31.9 days,3,Fail
Application_1039026518,23050.673283333334,1,15.1 – 25.2 days,2,Success
Application_1039174345,25917.630983333333,1,15.1 – 25.2 days,2,Success
Application_1039191375,38528.732,1,25.2 – 31.9 days,3,Success
Application_1039200421,34408.86701666666,1,15.1 – 25.2 days,2,Success
Application_1039362794,42784.17965,0,25.2 – 31.9 days,3,Fail
Application_1039421213,46536.12555,0,31.9 – 286.1 days,4,Fail
Application_103945820,13357.643266666668,1,0.0 – 10.1 days,0,Success
Application_1039537740,1454.6718166666665,1,0.0 – 10.1 days,0,Success
Application_1039561265,12747.79045,0,0.0 – 10.1 days,0,Fail
Application_1039708026,53332.41365,1,31.9 – 286.1 days,4,Success
Application_103975512,1074.3815499999998,0,0.0 – 10.1 days,0,Fail
Application_1039785139,11672.27685,1,0.0 – 10.1 days,0,Success
Application_1039800233,56064.05378333333,0,31.9 – 286.1 days,4,Fail
Application_1039841723,47480.514500000005,0,31.9 – 286.1 days,4,Fail
Application_1039851595,45098.125466666665,0,25.2 – 31.9 days,3,Fail
Application_103997673,43957.36191666666,0,25.2 – 31.9 days,3,Fail
Application_1039990121,12557.679633333337,1,0.0 – 10.1 days,0,Success
Application_1040142986,17203.9634,1,10.1 – 15.1 days,1,Success
Application_1040145001,36111.074466666665,0,15.1 – 25.2 days,2,Fail
Application_1040163465,12567.363133333332,1,0.0 – 10.1 days,0,Success
Application_104045138,10539.778933333331,0,0.0 – 10.1 days,0,Fail
Application_1040470785,49713.66408333334,0,31.9 – 286.1 days,4,Fail
Application_104054636,40293.25,1,25.2 – 31.9 days,3,Success
Application_104058265,3361.239516666667,0,0.0 – 10.1 days,0,Fail
Application_1040604584,21048.7217,0,10.1 – 15.1 days,1,Fail
Application_104061665,37092.23608333334,1,25.2 – 31.9 days,3,Success
Application_10406431,24308.17835,1,15.1 – 25.2 days,2,Success
Application_1040829431,11635.733466666668,1,0.0 – 10.1 days,0,Success
Application_104086705,45285.31676666667,0,25.2 – 31.9 days,3,Fail
Application_1040902596,17309.050516666666,1,10.1 – 15.1 days,1,Success
Application_1040968340,44523.81498333334,0,25.2 – 31.9 days,3,Fail
Application_1041235702,8110.566049999999,1,0.0 – 10.1 days,0,Success
Application_1041331103,48557.033983333335,0,31.9 – 286.1 days,4,Fail
Application_1041352861,18764.751716666666,1,10.1 – 15.1 days,1,Success
Application_1041373076,13980.88305,1,0.0 – 10.1 days,0,Success
Application_1041376528,45411.3036,0,25.2 – 31.9 days,3,Fail
